scenario,scheduler,scheduler_algorithm,workload,task_id,task_status,current_attempt_id,current_attempt_no,recovery_count,last_failure_reason,attempt_id,attempt_no,attempt_status,attempt_worker_id,attempt_failure_reason,assigned_at,last_heartbeat,completed_at
burst,RR,RR,heterogeneous-smoke,task-1777727971695021000,completed,att-task-1777727971695021000-1,1,0,,att-task-1777727971695021000-1,1,completed,worker-large,,1777727977,1777727981,1777727982
burst,RR,RR,heterogeneous-smoke,task-1777727971698234000,completed,att-task-1777727971698234000-1,1,0,,att-task-1777727971698234000-1,1,completed,worker-large,,1777727972,0,1777727976
burst,RR,RR,heterogeneous-smoke,task-1777727971702005000,completed,att-task-1777727971702005000-1,1,0,,att-task-1777727971702005000-1,1,completed,worker-medium,,1777727977,1777727981,1777727981
burst,RR,RR,heterogeneous-smoke,task-1777727971706426000,completed,att-task-1777727971706426000-1,1,0,,att-task-1777727971706426000-1,1,completed,worker-medium,,1777727972,0,1777727976
burst,RR,RR,heterogeneous-smoke,task-1777727971709518000,completed,att-task-1777727971709518000-1,1,0,,att-task-1777727971709518000-1,1,completed,worker-large,,1777727982,0,1777727986
burst,RR,RR,deterministic-full,task-1777727989922426000,completed,att-task-1777727989922426000-1,1,0,,att-task-1777727989922426000-1,1,completed,worker-large,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989927497000,completed,att-task-1777727989927497000-1,1,0,,att-task-1777727989927497000-1,1,completed,worker-medium,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989930631000,completed,att-task-1777727989930631000-1,1,0,,att-task-1777727989930631000-1,1,completed,worker-small,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989934262000,completed,att-task-1777727989934262000-1,1,0,,att-task-1777727989934262000-1,1,completed,worker-large,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989937285000,completed,att-task-1777727989937285000-1,1,0,,att-task-1777727989937285000-1,1,completed,worker-medium,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989940617000,completed,att-task-1777727989940617000-1,1,0,,att-task-1777727989940617000-1,1,completed,worker-large,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989944085000,completed,att-task-1777727989944085000-1,1,0,,att-task-1777727989944085000-1,1,completed,worker-medium,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989946815000,completed,att-task-1777727989946815000-1,1,0,,att-task-1777727989946815000-1,1,completed,worker-large,,1777727992,0,1777727996
burst,RR,RR,deterministic-full,task-1777727989949026000,completed,att-task-1777727989949026000-1,1,0,,att-task-1777727989949026000-1,1,completed,worker-medium,,1777727997,1777728001,1777728001
burst,RR,RR,deterministic-full,task-1777727989952157000,completed,att-task-1777727989952157000-1,1,0,,att-task-1777727989952157000-1,1,completed,worker-small,,1777727997,1777728001,1777728002
burst,RR,RR,deterministic-full,task-1777727989955402000,completed,att-task-1777727989955402000-1,1,0,,att-task-1777727989955402000-1,1,completed,worker-large,,1777727997,0,1777728001
burst,RR,RR,deterministic-full,task-1777727989958499000,completed,att-task-1777727989958499000-1,1,0,,att-task-1777727989958499000-1,1,completed,worker-medium,,1777727997,0,1777728001
burst,RR,RR,deterministic-full,task-1777727989960895000,completed,att-task-1777727989960895000-1,1,0,,att-task-1777727989960895000-1,1,completed,worker-large,,1777727997,0,1777728001
burst,RR,RR,deterministic-full,task-1777727989964049000,completed,att-task-1777727989964049000-1,1,0,,att-task-1777727989964049000-1,1,completed,worker-large,,1777727997,0,1777728001
burst,RR,RR,deterministic-full,task-1777727989966342000,completed,att-task-1777727989966342000-1,1,0,,att-task-1777727989966342000-1,1,completed,worker-large,,1777727997,0,1777728001
burst,RR,RR,deterministic-full,task-1777727989968876000,completed,att-task-1777727989968876000-1,1,0,,att-task-1777727989968876000-1,1,completed,worker-medium,,1777728002,0,1777728006
burst,RR,RR,deterministic-full,task-1777727989972775000,completed,att-task-1777727989972775000-1,1,0,,att-task-1777727989972775000-1,1,completed,worker-large,,1777728002,0,1777728006
burst,RR,RR,deterministic-full,task-1777727989975171000,completed,att-task-1777727989975171000-1,1,0,,att-task-1777727989975171000-1,1,completed,worker-large,,1777728002,1777728006,1777728007
burst,RR,RR,deterministic-full,task-1777727989978347000,completed,att-task-1777727989978347000-1,1,0,,att-task-1777727989978347000-1,1,completed,worker-medium,,1777728007,0,1777728011
burst,RR,RR,deterministic-full,task-1777727989981529000,completed,att-task-1777727989981529000-1,1,0,,att-task-1777727989981529000-1,1,completed,worker-large,,1777728007,0,1777728011
burst,RTS,RTS,heterogeneous-smoke,task-1777728017492586000,completed,att-task-1777728017492586000-1,1,0,,att-task-1777728017492586000-1,1,completed,worker-small,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017496538000,completed,att-task-1777728017496538000-1,1,0,,att-task-1777728017496538000-1,1,completed,worker-medium,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017499771000,completed,att-task-1777728017499771000-1,1,0,,att-task-1777728017499771000-1,1,completed,worker-medium,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017502928000,completed,att-task-1777728017502928000-1,1,0,,att-task-1777728017502928000-1,1,completed,worker-large,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017505859000,completed,att-task-1777728017505859000-1,1,0,,att-task-1777728017505859000-1,1,completed,worker-small,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017508902000,completed,att-task-1777728017508902000-1,1,0,,att-task-1777728017508902000-1,1,completed,worker-large,,1777728017,1777728021,1777728022
burst,RTS,RTS,heterogeneous-smoke,task-1777728017512035000,completed,att-task-1777728017512035000-1,1,0,,att-task-1777728017512035000-1,1,completed,worker-small,,1777728022,0,1777728026
burst,RTS,RTS,heterogeneous-smoke,task-1777728017515635000,completed,att-task-1777728017515635000-1,1,0,,att-task-1777728017515635000-1,1,completed,worker-large,,1777728022,0,1777728026
burst,RTS,RTS,heterogeneous-smoke,task-1777728017518678000,completed,att-task-1777728017518678000-1,1,0,,att-task-1777728017518678000-1,1,completed,worker-medium,,1777728022,0,1777728026
burst,RTS,RTS,heterogeneous-smoke,task-1777728017521805000,completed,att-task-1777728017521805000-1,1,0,,att-task-1777728017521805000-1,1,completed,worker-large,,1777728027,1777728031,1777728031
burst,RTS,RTS,deterministic-full,task-1777728035769372000,completed,att-task-1777728035769372000-1,1,0,,att-task-1777728035769372000-1,1,completed,worker-small,,1777728037,0,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035774359000,completed,att-task-1777728035774359000-1,1,0,,att-task-1777728035774359000-1,1,completed,worker-small,,1777728037,0,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035777620000,completed,att-task-1777728035777620000-1,1,0,,att-task-1777728035777620000-1,1,completed,worker-medium,,1777728037,1777728041,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035780551000,completed,att-task-1777728035780551000-1,1,0,,att-task-1777728035780551000-1,1,completed,worker-medium,,1777728037,0,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035784381000,completed,att-task-1777728035784381000-1,1,0,,att-task-1777728035784381000-1,1,completed,worker-medium,,1777728037,0,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035788152000,completed,att-task-1777728035788152000-1,1,0,,att-task-1777728035788152000-1,1,completed,worker-large,,1777728037,1777728041,1777728042
burst,RTS,RTS,deterministic-full,task-1777728035791140000,completed,att-task-1777728035791140000-1,1,0,,att-task-1777728035791140000-1,1,completed,worker-large,,1777728037,0,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035794140000,completed,att-task-1777728035794140000-1,1,0,,att-task-1777728035794140000-1,1,completed,worker-large,,1777728037,1777728041,1777728041
burst,RTS,RTS,deterministic-full,task-1777728035796548000,completed,att-task-1777728035796548000-1,1,0,,att-task-1777728035796548000-1,1,completed,worker-large,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035798966000,completed,att-task-1777728035798966000-1,1,0,,att-task-1777728035798966000-1,1,completed,worker-large,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035801280000,completed,att-task-1777728035801280000-1,1,0,,att-task-1777728035801280000-1,1,completed,worker-large,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035804218000,completed,att-task-1777728035804218000-1,1,0,,att-task-1777728035804218000-1,1,completed,worker-small,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035807112000,completed,att-task-1777728035807112000-1,1,0,,att-task-1777728035807112000-1,1,completed,worker-medium,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035809652000,completed,att-task-1777728035809652000-1,1,0,,att-task-1777728035809652000-1,1,completed,worker-medium,,1777728042,1777728046,1777728047
burst,RTS,RTS,deterministic-full,task-1777728035812810000,completed,att-task-1777728035812810000-1,1,0,,att-task-1777728035812810000-1,1,completed,worker-small,,1777728047,1777728051,1777728052
burst,RTS,RTS,deterministic-full,task-1777728035816255000,completed,att-task-1777728035816255000-1,1,0,,att-task-1777728035816255000-1,1,completed,worker-medium,,1777728047,1777728051,1777728052
burst,RTS,RTS,deterministic-full,task-1777728035819989000,completed,att-task-1777728035819989000-1,1,0,,att-task-1777728035819989000-1,1,completed,worker-large,,1777728052,1777728056,1777728056
burst,RTS,RTS,deterministic-full,task-1777728035823390000,completed,att-task-1777728035823390000-1,1,0,,att-task-1777728035823390000-1,1,completed,worker-large,,1777728052,1777728056,1777728056
burst,RTS,RTS,deterministic-full,task-1777728035825806000,completed,att-task-1777728035825806000-1,1,0,,att-task-1777728035825806000-1,1,completed,worker-medium,,1777728052,1777728056,1777728057
burst,RTS,RTS,deterministic-full,task-1777728035827889000,completed,att-task-1777728035827889000-1,1,0,,att-task-1777728035827889000-1,1,completed,worker-large,,1777728057,0,1777728061
burst,PPO,PPO,heterogeneous-smoke,task-1777728066320811000,completed,att-task-1777728066320811000-1,1,0,,att-task-1777728066320811000-1,1,completed,worker-large,,1777728067,1777728071,1777728072
