_id,worker_id,worker_ip,total_cpu,total_memory,total_storage,total_gpu,allocated_cpu,allocated_memory,allocated_storage,allocated_gpu,available_cpu,available_memory,available_storage,available_gpu,is_active,last_heartbeat,registered_at,updated_at
691cd7d451aec3cf92e831d1,kiwi,10.1.174.169:50052,12,8,100,0,0,0,0,0,12,8,100,0,true,1763498855,2025-11-18T20:32:20.144Z,2025-11-18T20:47:35.578Z
691cd7eb51aec3cf92e831d2,NullPointer,10.1.186.172:50052,12,7.447383880615234,216.53757858276367,0,0,0,0,0,12,7.447383880615234,216.53757858276367,0,true,1763499125,2025-11-18T20:32:43.400Z,2025-11-18T20:52:05.603Z
691cd80b8ed9c72c75cfc2cd,Shehzada,10.1.133.148:50052,12,15.310676574707031,304.49896240234375,0,0,0,0,0,12,15.310676574707031,304.49896240234375,0,true,1763499124,2025-11-18T20:33:15.334Z,2025-11-18T20:52:04.372Z
